# Project ID: Identification and application of gene expression signatures associated with lifespan extension (SRA: PRJNA545276; PMID: 31353263)							
# The following line(s) allow to specify the contrasts needed for comparative analyses, such as DEG identification. All possible comparisons can be specified with 'CMPset: ALL'.							
# <CMP> CMPset1: Control.F-Acarbose.F, Control.M-Acarbose.M, Control.F-CR.F, Control.M-CR.M, GHRKOControl.M-GHRKO.M , Control.F-Rapamycin.F,  Control.M-Rapamycin.M, SnellDwarfMiceControl.M-SnellDwarfMice.M, Control.F-Protandim.F, Control.M-Protandim.M, Control.F-alphaestradiol.F, Control.M-alphaestradiol.M, MRControl.M-MethionineRestriction.M							
# <CMP> CMPset2: ALL							
FileName1	FileName2	SampleName	Factor	SampleLong	Experiment	Date	Gender
/rhome/slokr001/shared/slokray/data/SRR9119233_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119233_2.fastq.gz	SnellDwarfMice.M.3	SnellDwarfMice.M	SnellDwarfMice.M.3.SnellDwarfMice.M	SRX5893261	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119234_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119234_2.fastq.gz	SnellDwarfMiceControl.M.1	SnellDwarfMiceControl.M	SnellDwarfMiceControl.M.1.SnellDwarfMiceControl.M	SRX5893262	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119235_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119235_2.fastq.gz	SnellDwarfMiceControl.M.2	SnellDwarfMiceControl.M	SnellDwarfMiceControl.M.2.SnellDwarfMiceControl.M	SRX5893263	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119236_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119236_2.fastq.gz	SnellDwarfMiceControl.M.3	SnellDwarfMiceControl.M	SnellDwarfMiceControl.M.3.SnellDwarfMiceControl.M	SRX5893264	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119237_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119237_2.fastq.gz	Acarbose.F.4	Acarbose.F	Acarbose.F.4.Acarbose.F	SRX5893265	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119238_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119238_2.fastq.gz	Acarbose.F.5	Acarbose.F	Acarbose.F.5.Acarbose.F	SRX5893266	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119239_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119239_2.fastq.gz	Acarbose.F.6	Acarbose.F	Acarbose.F.6.Acarbose.F	SRX5893267	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119240_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119240_2.fastq.gz	Acarbose.M.4	Acarbose.M	Acarbose.M.4.Acarbose.M	SRX5893268	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119241_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119241_2.fastq.gz	Acarbose.M.5	Acarbose.M	Acarbose.M.5.Acarbose.M	SRX5893269	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119242_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119242_2.fastq.gz	Acarbose.M.6	Acarbose.M	Acarbose.M.6.Acarbose.M	SRX5893270	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119243_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119243_2.fastq.gz	CR.F.4	CR.F	CR.F.4.CR.F	SRX5893271	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119244_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119244_2.fastq.gz	CR.F.5	CR.F	CR.F.5.CR.F	SRX5893272	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119245_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119245_2.fastq.gz	CR.F.6	CR.F	CR.F.6.CR.F	SRX5893273	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119246_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119246_2.fastq.gz	CR.M.4	CR.M	CR.M.4.CR.M	SRX5893274	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119247_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119247_2.fastq.gz	CR.M.5	CR.M	CR.M.5.CR.M	SRX5893275	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119248_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119248_2.fastq.gz	CR.M.6	CR.M	CR.M.6.CR.M	SRX5893276	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119249_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119249_2.fastq.gz	Rapamycin.F.4	Rapamycin.F	Rapamycin.F.4.Rapamycin.F	SRX5893277	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119250_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119250_2.fastq.gz	Rapamycin.F.5	Rapamycin.F	Rapamycin.F.5.Rapamycin.F	SRX5893278	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119251_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119251_2.fastq.gz	Rapamycin.F.6	Rapamycin.F	Rapamycin.F.6.Rapamycin.F	SRX5893279	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119252_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119252_2.fastq.gz	Rapamycin.M.4	Rapamycin.M	Rapamycin.M.4.Rapamycin.M	SRX5893280	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119253_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119253_2.fastq.gz	Rapamycin.M.5	Rapamycin.M	Rapamycin.M.5.Rapamycin.M	SRX5893281	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119254_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119254_2.fastq.gz	Rapamycin.M.6	Rapamycin.M	Rapamycin.M.6.Rapamycin.M	SRX5893282	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119255_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119255_2.fastq.gz	Protandim.F.1	Protandim.F	Protandim.F.1.Protandim.F	SRX5893283	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119256_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119256_2.fastq.gz	Protandim.F.2	Protandim.F	Protandim.F.2.Protandim.F	SRX5893284	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119257_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119257_2.fastq.gz	Protandim.F.3	Protandim.F	Protandim.F.3.Protandim.F	SRX5893285	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119258_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119258_2.fastq.gz	Protandim.M.1	Protandim.M	Protandim.M.1.Protandim.M	SRX5893286	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119259_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119259_2.fastq.gz	Protandim.M.2	Protandim.M	Protandim.M.2.Protandim.M	SRX5893287	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119260_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119260_2.fastq.gz	Protandim.M.3	Protandim.M	Protandim.M.3.Protandim.M	SRX5893288	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119261_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119261_2.fastq.gz	alphaestradiol.F.1	alphaestradiol.F	alphaestradiol.F.1.alphaestradiol.F	SRX5893289	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119262_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119262_2.fastq.gz	alphaestradiol.F.2	alphaestradiol.F	alphaestradiol.F.2.alphaestradiol.F	SRX5893290	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119263_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119263_2.fastq.gz	alphaestradiol.F.3	alphaestradiol.F	alphaestradiol.F.3.alphaestradiol.F	SRX5893291	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119264_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119264_2.fastq.gz	alphaestradiol.M.1	alphaestradiol.M	alphaestradiol.M.1.alphaestradiol.M	SRX5893292	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119265_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119265_2.fastq.gz	alphaestradiol.M.2	alphaestradiol.M	alphaestradiol.M.2.alphaestradiol.M	SRX5893293	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119266_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119266_2.fastq.gz	alphaestradiol.M.3	alphaestradiol.M	alphaestradiol.M.3.alphaestradiol.M	SRX5893294	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119267_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119267_2.fastq.gz	MRControl.M.1	MRControl.M	MRControl.M.1.MRControl.M	SRX5893295	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119268_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119268_2.fastq.gz	MRControl.M.2	MRControl.M	MRControl.M.2.MRControl.M	SRX5893296	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119269_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119269_2.fastq.gz	MRControl.M.3	MRControl.M	MRControl.M.3.MRControl.M	SRX5893297	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119270_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119270_2.fastq.gz	MethionineRestriction.M.1	MethionineRestriction.M	MethionineRestriction.M.1.MethionineRestriction.M	SRX5893298	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119271_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119271_2.fastq.gz	MethionineRestriction.M.2	MethionineRestriction.M	MethionineRestriction.M.2.MethionineRestriction.M	SRX5893299	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119272_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119272_2.fastq.gz	MethionineRestriction.M.3	MethionineRestriction.M	MethionineRestriction.M.3.MethionineRestriction.M	SRX5893300	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119273_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119273_2.fastq.gz	Control.F.4	Control.F	Control.F.4.Control.F	SRX5893301	2019-07-28 11:50:24	F
/rhome/slokr001/shared/slokray/data/SRR9119274_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119274_2.fastq.gz	Control.F.5	Control.F	Control.F.5.Control.F	SRX5893302	2019-07-28 11:50:24	F
/rhome/slokr001/shared/slokray/data/SRR9119275_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119275_2.fastq.gz	Control.F.6	Control.F	Control.F.6.Control.F	SRX5893303	2019-07-28 11:50:24	F
/rhome/slokr001/shared/slokray/data/SRR9119276_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119276_2.fastq.gz	Control.M.4	Control.M	Control.M.4.Control.M	SRX5893304	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119277_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119277_2.fastq.gz	Control.M.5	Control.M	Control.M.5.Control.M	SRX5893305	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119278_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119278_2.fastq.gz	Control.M.6	Control.M	Control.M.6.Control.M	SRX5893306	2019-07-28 11:50:24	M
