"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","Comparison"
"R-MMU-1280215 (R-MMU-1280215) - Cytokine Signaling in Immune system",0.0659340659340659,0.182967032967033,0.172324344900946,0.391424269123305,1.18514145719265,80,"18412, 14600, 226849, 16880, 19116, 17000, 103554, 16180, 26416, 17164, 12988, 26397, 11820, 21937, 16179, 67673, 230861, 56484, 20852, 16151, 26965, 67603, 22192, 26417, 18803, 56550, 20662, 16391, 20911, 69146, 67151, 20909, 54721, 20892, 12370, 18036, 22318, 56480, 15170, 11909, 15980, 22612, 12367, 20850, 56417, 216233, 19106, 26419","Control.F-Acarbose.F_logCPM"
"R-MMU-1280218 (R-MMU-1280218) - Adaptive Immune System",0.025974025974026,0.0916190476190476,0.282013350011725,0.398199610325931,1.2335018706013,112,"12266, 14972, 13030, 13039, 12479, 68097, 226849, 22201, 66397, 22436, 22320, 103554, 15039, 56508, 12988, 216150, 18744, 12491, 69608, 67673, 107568, 74764, 24105, 387524, 16151, 13052, 56736, 99152, 26965, 16438, 215449, 22192, 13430, 18803, 15015, 56550, 218215, 170737, 20662, 15006, 11771, 67151, 20439, 20909, 67345, 280408, 70294, 268291, 77113, 50762, 22019, 19056, 21354, 321006, 56424, 18036, 19041, 15170, 225055, 78889, 380928, 217232","Control.F-Acarbose.F_logCPM"
"R-MMU-1428517 (R-MMU-1428517) - Aerobic respiration and respiratory electron transport",6.7688623771685e-07,1.15591342133185e-05,0.659444398037935,0.618608872056413,1.79712519211743,46,"11947, 16828, 12861, 76282, 22272, 66841, 66043, 66445, 226646, 12868, 66694, 17995, 11429, 170718, 67126, 269951, 12864, 18604, 66152, 75406, 71679, 11951, 17436, 66383, 67863, 228026, 68349, 28080, 66091","Control.F-Acarbose.F_logCPM"
"R-MMU-1430728 (R-MMU-1430728) - Metabolism",4.17196097949638e-34,9.26175337448195e-32,1.51610760180865,0.545082304159577,1.77416383113367,488,"11657, 11807, 13106, 11720, 230163, 14080, 19662, 15445, 15360, 13112, 12116, 11814, 14711, 13119, 20280, 11947, 13117, 382053, 14862, 13095, 12583, 15516, 26459, 11668, 56018, 16828, 192166, 20322, 18242, 269378, 14870, 74754, 56473, 20768, 13077, 104158, 13107, 76267, 15483, 67800, 12411, 54326, 68801, 12846, 74114, 12401, 76408, 11364, 14104, 16548, 68465, 11611, 27413, 12861, 107869, 13124, 71773, 76282, 14555, 104086, 13086, 53973, 13849, 11655, 15107, 22272, 243168, 71911, 14377, 13909, 17025, 67247, 27376, 110095, 66841, 212647, 225913, 102294, 20526, 19193, 66043, 20787, 56448, 117147, 72157, 277753, 11428, 14527, 216558, 23945, 64385, 15356, 56357, 21835, 71761, 66445, 14871, 192185, 72094, 226646, 12868, 114664, 66694, 100040843, 231583, 17995, 14431, 15519, 75986, 11808, 74159, 11363, 23972, 67054, 14630, 264895, 93732, 71760, 11429, 170718, 13123, 67916, 110198, 110196, 226856, 67126, 56442, 14287, 14775, 50785, 269951, 243085, 20859, 12864, 67880, 15112, 14262, 69219, 101488, 103988, 320415, 11639, 60525, 171282, 22436, 22235, 18604, 110911, 233005, 394436, 26876, 66152, 76263, 75406, 73046, 12686, 14872, 229003, 14867, 15357, 71679, 12408, 28250, 103554, 14667, 625249, 11951, 17436, 66383, 15496, 67863, 72535, 70266, 14873, 15486, 394434, 228026, 17164, 100705, 12040, 56508, 13171, 666168, 72090, 68349, 217214, 11656, 11761, 28080, 14433, 14635, 14079, 170439, 223337, 233016, 12491, 78894, 66091, 14869, 13370, 17160, 108958, 13114, 228859, 69718, 18263, 434437, 246703, 17254, 14854, 14864, 100559, 18010, 20522, 52466, 22361, 71985, 59027, 66171, 74185, 14865, 54391, 14735, 76429, 66586, 20441, 11883, 13118, 17252, 26357, 109652, 16438, 109151, 225010, 15211, 56336, 55990, 13074, 13430, 69046, 68197, 56209, 18803, 218442, 171281, 66377, 22245, 50790, 78925, 216134, 14571, 105501, 68591, 14858, 66857","Control.F-Acarbose.F_logCPM"
"R-MMU-1474228 (R-MMU-1474228) - Degradation of the extracellular matrix",0.889,0.944296650717703,0.0161937051076875,0.276365014915085,0.768348851026265,30,"13030, 13039, 17388, 12334, 53867, 12339","Control.F-Acarbose.F_logCPM"
"R-MMU-1474244 (R-MMU-1474244) - Extracellular matrix organization",0.998001998001998,0.998001998001998,0.00204130030921835,0.198654577889238,0.581706969224102,51,"13030, 13039, 26365, 11820, 17388, 12334, 14218, 53867, 12339","Control.F-Acarbose.F_logCPM"
"R-MMU-1474290 (R-MMU-1474290) - Collagen formation",0.48539778449144,0.605139215179344,0.0473534245254193,0.380680933258087,1.00018287301367,19,"13030, 13039, 53867, 12406, 18451, 12819, 18542, 18452","Control.F-Acarbose.F_logCPM"
"R-MMU-1483206 (R-MMU-1483206) - Glycerophospholipid biosynthesis",0.00503957121516881,0.0260182513899413,0.407017918923954,0.549442461567559,1.49901756618348,25,"56018, 67800, 14555, 23945, 71760, 226856, 110911, 108958, 66586, 225010, 14571, 105501, 66857, 13350, 85031, 66350","Control.F-Acarbose.F_logCPM"
"R-MMU-1483257 (R-MMU-1483257) - Phospholipid metabolism",0.0112840856707278,0.051123816712277,0.380730400722792,0.496857636202256,1.42635874892017,39,"56018, 67800, 14555, 23945, 71760, 226856, 110911, 108958, 66586, 225010, 56209, 14571, 105501, 66857, 271457, 66443, 219024, 13350, 85031, 66350, 234729, 101490, 67073, 231510","Control.F-Acarbose.F_logCPM"
"R-MMU-1500931 (R-MMU-1500931) - Cell-Cell communication",0.030241935483871,0.100039804555941,0.261663521711573,0.545837853479368,1.41920617352306,18,"11727, 12387, 218952, 11465, 57342, 16480, 225341","Control.F-Acarbose.F_logCPM"
"R-MMU-156580 (R-MMU-156580) - Phase II - Conjugation of compounds",2.39348374952859e-07,5.31353392395347e-06,0.674962860011025,0.64001772519512,1.84813079839256,43,"11720, 14862, 269378, 14870, 13077, 12846, 71773, 117147, 216558, 14871, 72094, 231583, 23972, 14630, 243085, 20859, 22235, 394436, 76263, 14872, 14867, 14873, 394434, 223337, 14869, 14854, 14864, 100559, 14865","Control.F-Acarbose.F_logCPM"
"R-MMU-156590 (R-MMU-156590) - Glutathione conjugation",0.00760850886398161,0.0383883856319072,0.407017918923954,0.59185453395948,1.55501028936596,19,"14862, 14870, 14871, 14630, 76263, 14872, 14867, 14873, 14869, 14854, 14864, 14865, 14858","Control.F-Acarbose.F_logCPM"
"R-MMU-15869 (R-MMU-15869) - Metabolism of nucleotides",0.482965931863727,0.605139215179344,0.0473534245254193,0.372640151341676,1.00712697746968,23,"67054, 11639, 22436, 72090, 22245, 14544, 11821, 11565, 21877, 72962, 231327, 237823, 80914, 53893, 23918, 75686","Control.F-Acarbose.F_logCPM"
"R-MMU-162582 (R-MMU-162582) - Signal Transduction",0.0649350649350649,0.182475752096005,0.173747838999571,0.341645817366659,1.10466572300433,368,"12266, 15516, 11668, 19299, 18412, 16000, 14527, 23945, 68097, 13649, 14228, 226849, 13854, 15519, 74159, 269523, 26396, 16005, 21763, 100043813, 12387, 18604, 14164, 15528, 218952, 26876, 11465, 103554, 52440, 68653, 192662, 211652, 13511, 16180, 26416, 116891, 228026, 227937, 17164, 74018, 56508, 13171, 20867, 68349, 109620, 56384, 11798, 68585, 19046, 12988, 20308, 170791, 11820, 216169, 18576, 21937, 19387, 56349, 69288, 21885, 16480, 65114, 16179, 52696, 107568, 74764, 24105, 69710, 56484, 13830, 20852, 16151, 11607, 18186, 226747, 67605, 26965, 17252, 14229, 16438, 67603, 215449, 22192, 26417, 66146, 22629, 19060, 18803, 230126, 54170, 235611, 56550, 231329, 108100, 14366, 17920, 13383, 12445, 77583, 68473, 14183, 66082, 20662, 53376, 11539, 53867, 72124, 12443, 11771, 50772, 14370, 84112, 67151, 13858, 51789, 17283, 56389, 20218, 14251, 71960, 98711, 27273, 19401, 19047, 76088, 18187, 109711, 68428, 110385, 54721, 54126, 58909, 15507, 19056, 12370, 14369, 319899, 56424, 20393, 223254, 13589, 13982, 17131, 22042, 73834, 11308, 56480, 83602, 15170, 66894, 18212, 21813, 22340, 21812, 230597, 13726, 71302, 114715, 11835, 231871, 21887, 13082, 18854, 22612, 75415, 12367, 19248, 14270, 84035, 20850, 242425, 56455, 14062, 18442, 50875, 22637, 83669, 77579, 26419, 16709, 19655, 19228, 12550, 319757, 67139, 223881, 14388, 68187, 277360, 20679, 13992, 16592, 234094, 22346, 19731, 56324, 55994, 19395, 67629, 17130, 207565","Control.F-Acarbose.F_logCPM"
"R-MMU-1630316 (R-MMU-1630316) - Glycosaminoglycan metabolism",0.249496981891348,0.416151585773635,0.0795564677235957,0.423874714207504,1.12912419531517,21,"231583, 23972, 50785, 14735, 20441, 15211, 56336, 110006, 14042","Control.F-Acarbose.F_logCPM"
"R-MMU-163200 (R-MMU-163200) - Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",2.6415584937692e-05,0.000276679400278422,0.575610261071129,0.633144372152996,1.76806679549513,31,"11947, 12861, 22272, 66841, 66043, 66445, 226646, 12868, 66694, 17995, 67126, 12864, 66152, 75406, 71679, 11951, 67863, 68349, 28080, 66091","Control.F-Acarbose.F_logCPM"
"R-MMU-1632852 (R-MMU-1632852) - Macroautophagy",0.323588709677419,0.463459617305771,0.066436413766281,0.417137362104902,1.08457835185441,18,"18412, 68097, 17966, 74781, 51897, 105513, 54170, 235040, 15185, 56455, 68512, 54636, 52639","Control.F-Acarbose.F_logCPM"
"R-MMU-163685 (R-MMU-163685) - Integration of energy metabolism",0.107396149949341,0.261999398777514,0.132846300606183,0.504859630861449,1.27672370433022,15,"68465, 20526, 14527, 56508, 12491, 16438, 50790","Control.F-Acarbose.F_logCPM"
"R-MMU-1640170 (R-MMU-1640170) - Cell Cycle",0.591408591408591,0.698365464322911,0.0379271467108098,0.318766253995661,0.971578466694686,85,"15516, 68097, 226849, 15519, 100043813, 76308, 103554, 19046, 170791, 381280, 70024, 19387, 52696, 16905, 99152, 226747, 26965, 105513, 26417, 22629, 20843, 12445, 72124, 12443, 21664, 17248, 67151, 19047, 66979, 20892, 29813, 13589, 54563, 13726, 19687, 217232, 170762, 56455, 18972, 13163","Control.F-Acarbose.F_logCPM"
"R-MMU-1650814 (R-MMU-1650814) - Collagen biosynthesis and modifying enzymes",0.178562963022996,0.335940489755128,0.249246554383295,-0.311154335248608,-1.19858997205463,16,"12821, 12836, 26432, 12828, 210530, 12829, 665033, 245026, 269132, 12830, 18452, 18542, 12819, 18451, 12406","Control.F-Acarbose.F_logCPM"
"R-MMU-166016 (R-MMU-166016) - Toll Like Receptor 4 (TLR4) Cascade",0.163163163163163,0.314975845410628,0.103576326612592,0.427931752927602,1.18092064588719,28,"26416, 17164, 26397, 11820, 16179, 16151, 26965, 67603, 13430, 26417, 56550, 54123, 12370, 18036, 56480, 11909, 117149, 106759, 26419, 270151, 22031, 11796, 18034","Control.F-Acarbose.F_logCPM"
"R-MMU-166058 (R-MMU-166058) - MyD88:MAL(TIRAP) cascade initiated on plasma membrane",0.26056338028169,0.416151585773635,0.077274697304471,0.426590077753085,1.1289219202849,20,"26416, 17164, 26397, 11820, 16179, 16151, 26965, 67603, 26417, 12370, 18036, 11909, 117149, 26419, 270151","Control.F-Acarbose.F_logCPM"
"R-MMU-1660662 (R-MMU-1660662) - Glycosphingolipid metabolism",0.466733870967742,0.588721132697947,0.0491927521045191,0.387152472332325,1.00661611378977,18,"14667, 18010, 20441, 11883, 15211, 56336, 22234, 74008, 230101","Control.F-Acarbose.F_logCPM"
"R-MMU-166166 (R-MMU-166166) - MyD88-independent TLR4 cascade",0.219658976930792,0.383970810067999,0.0862865626267245,0.424406919809041,1.15788908303249,25,"26416, 17164, 26397, 11820, 16179, 16151, 26965, 67603, 26417, 56550, 54123, 12370, 18036, 56480, 11909, 106759, 26419, 270151, 22031, 11796, 18034","Control.F-Acarbose.F_logCPM"
"R-MMU-166520 (R-MMU-166520) - Signaling by NTRKs",0.088145896656535,0.224924012158055,0.148261500475107,0.517905243496125,1.30971434543135,15,"26396, 26416, 17164, 67603, 26417, 18803, 20662, 11771, 20393, 18212","Control.F-Acarbose.F_logCPM"
"R-MMU-166658 (R-MMU-166658) - Complement cascade",4.780856599468e-05,0.00044222923545079,0.557332238758646,0.710509017211005,1.86675740246344,19,"12266, 12268, 12628, 230558, 69379, 12944, 50909, 12279, 110382, 17174, 214403, 50702","Control.F-Acarbose.F_logCPM"
"R-MMU-168138 (R-MMU-168138) - Toll Like Receptor 9 (TLR9) Cascade",0.217303822937626,0.383970810067999,0.0870515867946735,0.432587714390697,1.15233402357544,21,"26416, 17164, 26397, 11820, 16179, 16151, 26965, 67603, 26417, 54123, 12370, 18036, 11909, 106759, 26419, 270151","Control.F-Acarbose.F_logCPM"
"R-MMU-168142 (R-MMU-168142) - Toll Like Receptor 10 (TLR10) Cascade",0.295065458207452,0.442598187311178,0.0709609456938284,0.420865929618804,1.10576301008048,19,"26416, 17164, 26397, 11820, 16179, 16151, 26965, 67603, 26417, 12370, 18036, 11909, 26419, 270151","Control.F-Acarbose.F_logCPM"
"R-MMU-168164 (R-MMU-168164) - Toll Like Receptor 3 (TLR3) Cascade",0.251509054325956,0.416151585773635,0.0791316651768349,0.428334584200817,1.13353855736022,20,"26416, 17164, 26397, 11820, 16179, 16151, 26965, 67603, 26417, 54123, 12370, 18036, 11909, 26419, 270151","Control.F-Acarbose.F_logCPM"
"R-MMU-168176 (R-MMU-168176) - Toll Like Receptor 5 (TLR5) Cascade",0.295065458207452,0.442598187311178,0.0709609456938284,0.420865929618804,1.10576301008048,19,"26416, 17164, 26397, 11820, 16179, 16151, 26965, 67603, 26417, 12370, 18036, 11909, 26419, 270151","Control.F-Acarbose.F_logCPM"
"R-MMU-168179 (R-MMU-168179) - Toll Like Receptor TLR1:TLR2 Cascade",0.26056338028169,0.416151585773635,0.077274697304471,0.426590077753085,1.1289219202849,20,"26416, 17164, 26397, 11820, 16179, 16151, 26965, 67603, 26417, 12370, 18036, 11909, 117149, 26419, 270151","Control.F-Acarbose.F_logCPM"
"R-MMU-168181 (R-MMU-168181) - Toll Like Receptor 7/8 (TLR7/8) Cascade",0.217303822937626,0.383970810067999,0.0870515867946735,0.432587714390697,1.15233402357544,21,"26416, 17164, 26397, 11820, 16179, 16151, 26965, 67603, 26417, 54123, 12370, 18036, 11909, 106759, 26419, 270151","Control.F-Acarbose.F_logCPM"
"R-MMU-168188 (R-MMU-168188) - Toll Like Receptor TLR6:TLR2 Cascade",0.26056338028169,0.416151585773635,0.077274697304471,0.426590077753085,1.1289219202849,20,"26416, 17164, 26397, 11820, 16179, 16151, 26965, 67603, 26417, 12370, 18036, 11909, 117149, 26419, 270151","Control.F-Acarbose.F_logCPM"
"R-MMU-168249 (R-MMU-168249) - Innate Immune System",1.06954649190082e-06,1.58292880801322e-05,0.643551836150722,0.459626652319214,1.45434748656267,179,"12266, 14319, 12268, 15516, 14870, 14972, 13030, 13039, 18405, 12628, 433375, 230558, 69379, 104009, 17025, 110095, 12944, 50909, 72157, 12279, 15519, 105245, 110382, 26365, 269523, 17174, 214403, 12387, 69550, 22320, 11465, 17319, 71665, 103554, 52440, 14667, 67213, 70349, 26416, 50702, 15039, 17164, 109620, 26397, 11820, 216150, 12491, 14869, 16480, 16179, 18010, 22361, 13830, 55950, 20852, 71902, 16151, 78388, 11883, 26965, 67603, 215449, 22192, 17380, 13430, 26417, 68197, 234214, 18803, 107767, 15015, 100561, 56550, 216134, 108100, 12259, 20662, 11821, 12262, 15006, 72065, 110006, 69146, 67151, 54123, 72162, 70495, 13350, 96979, 19056, 12370, 66222, 18406, 18036, 50770, 73834, 227753, 11308, 71910, 56480, 15170, 11909, 317677, 22612, 83768, 117149, 18746, 18636, 106759, 12333","Control.F-Acarbose.F_logCPM"
"R-MMU-168256 (R-MMU-168256) - Immune System",8.26694543544129e-06,9.65927308772614e-05,0.593325476396405,0.41388283976146,1.32991856759846,295,"12266, 14319, 12268, 15516, 14870, 14972, 13030, 13039, 18405, 18412, 12628, 433375, 230558, 69379, 14600, 104009, 17025, 110095, 12944, 50909, 72157, 12279, 12479, 68097, 226849, 22201, 16880, 15519, 105245, 110382, 26365, 269523, 17174, 19116, 214403, 12387, 66397, 69550, 22436, 17000, 22320, 11465, 17319, 71665, 103554, 52440, 14667, 67213, 70349, 16180, 26416, 50702, 15039, 17164, 56508, 109620, 12988, 26397, 11820, 21937, 216150, 18744, 12491, 14869, 69608, 16480, 16179, 67673, 230861, 18010, 107568, 74764, 24105, 387524, 22361, 56484, 13830, 55950, 20852, 71902, 16151, 13052, 78388, 56736, 99152, 11883, 26965, 16438, 67603, 215449, 22192, 17380, 13430, 26417, 68197, 234214, 18803, 107767, 15015, 100561, 56550, 216134, 108100, 12259, 218215, 170737, 20662, 11821, 16391, 12262, 20911, 15006, 72065, 110006, 11771, 69146, 67151, 20439, 20909, 54123, 72162, 70495, 67345, 280408, 70294, 13350, 96979, 268291, 77113, 54721, 50762, 22019, 20892, 19056, 12370, 66222, 21354, 321006, 56424, 18406, 18036, 22318, 50770, 73834, 227753, 11308, 71910, 56480, 19041, 15170, 225055, 78889, 11909, 380928, 217232, 15980, 317677, 22612, 83768, 117149, 12367, 18746, 18636, 106759, 12333, 20850, 56417, 56455, 216233, 14794, 11676, 22637","Control.F-Acarbose.F_logCPM"
"R-MMU-168898 (R-MMU-168898) - Toll-like Receptor Cascades",0.135864135864136,0.286604361370716,0.115240003147781,0.422828509730032,1.19446250462161,34,"13030, 13039, 26416, 17164, 26397, 11820, 12491, 16179, 16151, 26965, 67603, 13430, 26417, 56550, 69146, 54123, 12370, 18036, 56480, 11909, 117149, 106759, 26419, 270151, 22031, 11796, 18034, 54722","Control.F-Acarbose.F_logCPM"
"R-MMU-174824 (R-MMU-174824) - Plasma lipoprotein assembly, remodeling, and clearance",0.0014454068895707,0.0100275102963967,0.45505986738723,0.659598405289482,1.68573142572073,16,"11657, 11807, 11814, 382053, 13909, 20778, 11808, 16835, 66397, 624219, 223920, 11771, 16956, 18830","Control.F-Acarbose.F_logCPM"
"R-MMU-177929 (R-MMU-177929) - Signaling by EGFR",0.404255319148936,0.531250736767653,0.0560595875032335,0.415883987241003,1.05171598659207,15,"13649, 13854, 12988, 18803, 20662, 13858, 54126, 19248, 14388, 56324","Control.F-Acarbose.F_logCPM"
"R-MMU-181438 (R-MMU-181438) - Toll Like Receptor 2 (TLR2) Cascade",0.26056338028169,0.416151585773635,0.077274697304471,0.426590077753085,1.1289219202849,20,"26416, 17164, 26397, 11820, 16179, 16151, 26965, 67603, 26417, 12370, 18036, 11909, 117149, 26419, 270151","Control.F-Acarbose.F_logCPM"
"R-MMU-1852241 (R-MMU-1852241) - Organelle biogenesis and maintenance",0.325674325674326,0.463459617305771,0.0656813601934011,0.371823099932972,1.07368545508708,43,"11947, 66043, 68097, 20656, 15519, 67126, 269951, 60525, 71679, 11951, 28080","Control.F-Acarbose.F_logCPM"
"R-MMU-189445 (R-MMU-189445) - Metabolism of porphyrins",0.027355623100304,0.0948898176291793,0.276500599254472,0.573271871809132,1.44972927725595,15,"11657, 14080, 11655, 17025, 101488, 394436, 11656, 233016, 26357, 14858, 394433","Control.F-Acarbose.F_logCPM"
"R-MMU-193704 (R-MMU-193704) - p75 NTR receptor-mediated signalling",0.209090909090909,0.383621337340346,0.0894366833718621,0.456370755843127,1.17730458666674,17,"18412, 192662, 68585, 56349, 16179, 20662, 54126, 12367, 26419, 277360, 234094","Control.F-Acarbose.F_logCPM"
"R-MMU-194068 (R-MMU-194068) - Bile acid and bile salt metabolism",2.98843929461761e-05,0.000288449358002222,0.575610261071129,0.761049865281264,1.92459516227108,15,"11657, 20280, 26459, 76408, 27413, 13124, 104086, 93732, 13123, 28250","Control.F-Acarbose.F_logCPM"
"R-MMU-194138 (R-MMU-194138) - Signaling by VEGF",0.101303911735206,0.252690656238378,0.136490437780413,0.460015769028287,1.25503900176818,25,"15519, 12387, 11465, 26416, 17164, 16480, 18186, 18803, 230126, 108100, 18187, 15507, 11308, 22340","Control.F-Acarbose.F_logCPM"
"R-MMU-194315 (R-MMU-194315) - Signaling by Rho GTPases",0.0132270145024293,0.057576416069398,0.380730400722792,0.403004817399628,1.25274858569064,122,"15516, 19299, 68097, 226849, 15519, 74159, 269523, 21763, 100043813, 12387, 15528, 218952, 11465, 68653, 192662, 13511, 26416, 227937, 74018, 13171, 20867, 68349, 109620, 56384, 19046, 12988, 170791, 19387, 56349, 69288, 16480, 52696, 74764, 69710, 13830, 226747, 26417, 66146, 22629, 235611, 108100, 17920, 20662, 72124, 17283, 56389, 14251, 71960, 19047, 76088, 109711, 68428, 54126, 58909, 319899, 223254, 13589, 22042, 11308, 66894, 13726, 71302, 11835, 75415, 14270, 56455, 50875, 22637, 83669, 77579, 16709, 19655, 12550, 67139, 223881, 68187, 277360","Control.F-Acarbose.F_logCPM"
"R-MMU-195258 (R-MMU-195258) - RHO GTPase Effectors",0.170829170829171,0.326931689000655,0.100633389423036,0.394684938904992,1.14188264972619,44,"68097, 226849, 100043813, 12387, 11465, 26416, 19046, 19387, 52696, 74764, 226747, 26417, 22629, 108100, 72124, 17283, 71960, 19047, 13589, 11308, 11835, 14270, 56455, 77579, 16709, 12550, 67139","Control.F-Acarbose.F_logCPM"
"R-MMU-195721 (R-MMU-195721) - Signaling by WNT",0.633366633366633,0.728535712991672,0.0347156757446657,0.331888070411966,0.941279323968175,35,"226849, 16005, 12387, 103554, 11798, 21885, 65114, 26965, 14366, 11771, 14370, 67151, 17283, 19056, 14369, 21887, 84035","Control.F-Acarbose.F_logCPM"
"R-MMU-196071 (R-MMU-196071) - Metabolism of steroid hormones",0.121212121212121,0.273575757575758,0.12384217120105,0.492627443420158,1.27083635669202,17,"15483, 12401, 114664, 15496, 15486, 13074, 78925","Control.F-Acarbose.F_logCPM"
"R-MMU-196849 (R-MMU-196849) - Metabolism of water-soluble vitamins and cofactors",0.0150204900518947,0.0641259382984734,0.380730400722792,0.493405437253397,1.38871645684277,33,"14104, 13124, 192185, 14287, 14873, 100705, 11761, 246703, 20522, 52466, 22361, 59027, 54391, 216134, 68591, 18605, 214424, 54338, 106564, 547253, 671535","Control.F-Acarbose.F_logCPM"
"R-MMU-196854 (R-MMU-196854) - Metabolism of vitamins and cofactors",0.00115051668685812,0.00823918401556457,0.45505986738723,0.523183748821449,1.52172337906473,47,"11807, 19662, 11814, 14104, 13124, 11428, 192185, 15519, 11808, 14287, 320415, 14873, 100705, 11761, 246703, 20522, 52466, 22361, 59027, 54391, 14735, 17252, 216134, 68591, 18605, 214424, 54338, 106564, 16956, 547253, 671535","Control.F-Acarbose.F_logCPM"
"R-MMU-198933 (R-MMU-198933) - Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",0.0759109311740891,0.203038876152383,0.160801401070022,0.520029117079432,1.32903508850339,16,"12266, 14972, 12479, 15039, 13052, 15015, 15006","Control.F-Acarbose.F_logCPM"
"R-MMU-199418 (R-MMU-199418) - Negative regulation of the PI3K/AKT network",0.104627766599598,0.258081824279007,0.134273452883202,0.479947366730662,1.27012589167362,20,"13649, 226849, 14164, 16180, 16179, 26417, 14183","Control.F-Acarbose.F_logCPM"
"R-MMU-199977 (R-MMU-199977) - ER to Golgi Anterograde Transport",0.0573440643863179,0.163210029407213,0.186432558434075,0.513008163088869,1.35761751339029,20,"68097, 66397, 76308, 70349, 67511, 69608, 107338, 102339, 56395, 56389, 228998, 54160, 66111, 16834, 56455, 56358","Control.F-Acarbose.F_logCPM"
