# Project ID: Identification and application of gene expression signatures associated with lifespan extension (SRA: PRJNA545276; PMID: 31353263)							
# The following line(s) allow to specify the contrasts needed for comparative analyses, such as DEG identification. All possible comparisons can be specified with 'CMPset: ALL'.							
# <CMP> CMPset1: Control.F.12-Acarbose.F.12, Control.M.12-Acarbose.M.12, Control.F.12-CR.F.12, Control.M.12-CR.M.12, GHRKOControl.M-GHRKO.M , Control.F.12-Rapamycin.F.12,  Control.M.12-Rapamycin.M.12, SnellDwarfMiceControl.M-SnellDwarfMice.M, Control.F.6-Acarbose.F.6, Control.M.6-Acarbose.M.6, Control.F.6-CR.F.6, Control.M.6-CR.M.6, Control.F.6-Rapamycin.F.6,  Control.M.6-Rapamycin.M.6, Control.F.6-Protandim.F.6, Control.F.6-Protandim.M.6, Control.F.6-alphaestradiol.F.6, Control.M.6-alphaestradiol.M.6, MRControl.M-MethionineRestriction.M							
# <CMP> CMPset2: ALL							
FileName1	FileName2	SampleName	Factor	SampleLong	Experiment	Date	Gender
/rhome/slokr001/shared/slokray/data/SRR9119211_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119211_2.fastq.gz	CR.M.2	CR.M.12	CR.M.2.CR.M.12	SRX5893239	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119212_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119212_2.fastq.gz	CR.M.3	CR.M.12	CR.M.3.CR.M.12	SRX5893240	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119213_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119213_2.fastq.gz	Control.F.1	Control.F.12	Control.F.1.Control.F.12	SRX5893241	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119214_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119214_2.fastq.gz	Control.F.2	Control.F.12	Control.F.2.Control.F.12	SRX5893242	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119215_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119215_2.fastq.gz	Control.F.3	Control.F.12	Control.F.3.Control.F.12	SRX5893243	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119216_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119216_2.fastq.gz	Control.M.1	Control.M.12	Control.M.1.Control.M.12	SRX5893244	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119217_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119217_2.fastq.gz	Control.M.2	Control.M.12	Control.M.2.Control.M.12	SRX5893245	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119218_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119218_2.fastq.gz	Control.M.3	Control.M.12	Control.M.3.Control.M.12	SRX5893246	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119219_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119219_2.fastq.gz	GHRKO.M.1	GHRKO.M	GHRKO.M.1.GHRKO.M	SRX5893247	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119220_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119220_2.fastq.gz	GHRKO.M.2	GHRKO.M	GHRKO.M.2.GHRKO.M	SRX5893248	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119221_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119221_2.fastq.gz	GHRKO.M.3	GHRKO.M	GHRKO.M.3.GHRKO.M	SRX5893249	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119222_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119222_2.fastq.gz	GHRKOControl.M.1	GHRKOControl.M	GHRKOControl.M.1.GHRKOControl.M	SRX5893250	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119223_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119223_2.fastq.gz	GHRKOControl.M.2	GHRKOControl.M	GHRKOControl.M.2.GHRKOControl.M	SRX5893251	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119224_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119224_2.fastq.gz	GHRKOControl.M.3	GHRKOControl.M	GHRKOControl.M.3.GHRKOControl.M	SRX5893252	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119225_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119225_2.fastq.gz	Rapamycin.F.1	Rapamycin.F.12	Rapamycin.F.1.Rapamycin.F.12	SRX5893253	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119226_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119226_2.fastq.gz	Rapamycin.F.2	Rapamycin.F.12	Rapamycin.F.2.Rapamycin.F.12	SRX5893254	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119227_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119227_2.fastq.gz	Rapamycin.F.3	Rapamycin.F.12	Rapamycin.F.3.Rapamycin.F.12	SRX5893255	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119228_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119228_2.fastq.gz	Rapamycin.M.1	Rapamycin.M.12	Rapamycin.M.1.Rapamycin.M.12	SRX5893256	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119229_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119229_2.fastq.gz	Rapamycin.M.2	Rapamycin.M.12	Rapamycin.M.2.Rapamycin.M.12	SRX5893257	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119230_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119230_2.fastq.gz	Rapamycin.M.3	Rapamycin.M.12	Rapamycin.M.3.Rapamycin.M.12	SRX5893258	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119231_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119231_2.fastq.gz	SnellDwarfMice.M.1	SnellDwarfMice.M	SnellDwarfMice.M.1.SnellDwarfMice.M	SRX5893259	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119232_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119232_2.fastq.gz	SnellDwarfMice.M.2	SnellDwarfMice.M	SnellDwarfMice.M.2.SnellDwarfMice.M	SRX5893260	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119233_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119233_2.fastq.gz	SnellDwarfMice.M.3	SnellDwarfMice.M	SnellDwarfMice.M.3.SnellDwarfMice.M	SRX5893261	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119234_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119234_2.fastq.gz	SnellDwarfMiceControl.M.1	SnellDwarfMiceControl.M	SnellDwarfMiceControl.M.1.SnellDwarfMiceControl.M	SRX5893262	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119235_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119235_2.fastq.gz	SnellDwarfMiceControl.M.2	SnellDwarfMiceControl.M	SnellDwarfMiceControl.M.2.SnellDwarfMiceControl.M	SRX5893263	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119236_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119236_2.fastq.gz	SnellDwarfMiceControl.M.3	SnellDwarfMiceControl.M	SnellDwarfMiceControl.M.3.SnellDwarfMiceControl.M	SRX5893264	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119237_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119237_2.fastq.gz	Acarbose.F.4	Acarbose.F.6	Acarbose.F.4.Acarbose.F.6	SRX5893265	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119238_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119238_2.fastq.gz	Acarbose.F.5	Acarbose.F.6	Acarbose.F.5.Acarbose.F.6	SRX5893266	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119239_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119239_2.fastq.gz	Acarbose.F.6	Acarbose.F.6	Acarbose.F.6.Acarbose.F.6	SRX5893267	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119240_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119240_2.fastq.gz	Acarbose.M.4	Acarbose.M.6	Acarbose.M.4.Acarbose.M.6	SRX5893268	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119241_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119241_2.fastq.gz	Acarbose.M.5	Acarbose.M.6	Acarbose.M.5.Acarbose.M.6	SRX5893269	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119242_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119242_2.fastq.gz	Acarbose.M.6	Acarbose.M.6	Acarbose.M.6.Acarbose.M.6	SRX5893270	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119243_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119243_2.fastq.gz	CR.F.4	CR.F.6	CR.F.4.CR.F.6	SRX5893271	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119244_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119244_2.fastq.gz	CR.F.5	CR.F.6	CR.F.5.CR.F.6	SRX5893272	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119245_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119245_2.fastq.gz	CR.F.6	CR.F.6	CR.F.6.CR.F.6	SRX5893273	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119246_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119246_2.fastq.gz	CR.M.4	CR.M.6	CR.M.4.CR.M.6	SRX5893274	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119247_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119247_2.fastq.gz	CR.M.5	CR.M.6	CR.M.5.CR.M.6	SRX5893275	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119248_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119248_2.fastq.gz	CR.M.6	CR.M.6	CR.M.6.CR.M.6	SRX5893276	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119249_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119249_2.fastq.gz	Rapamycin.F.4	Rapamycin.F.6	Rapamycin.F.4.Rapamycin.F.6	SRX5893277	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119250_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119250_2.fastq.gz	Rapamycin.F.5	Rapamycin.F.6	Rapamycin.F.5.Rapamycin.F.6	SRX5893278	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119251_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119251_2.fastq.gz	Rapamycin.F.6	Rapamycin.F.6	Rapamycin.F.6.Rapamycin.F.6	SRX5893279	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119252_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119252_2.fastq.gz	Rapamycin.M.4	Rapamycin.M.6	Rapamycin.M.4.Rapamycin.M.6	SRX5893280	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119253_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119253_2.fastq.gz	Rapamycin.M.5	Rapamycin.M.6	Rapamycin.M.5.Rapamycin.M.6	SRX5893281	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119254_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119254_2.fastq.gz	Rapamycin.M.6	Rapamycin.M.6	Rapamycin.M.6.Rapamycin.M.6	SRX5893282	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119255_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119255_2.fastq.gz	Protandim.F.1	Protandim.F.6	Protandim.F.1.Protandim.F.6	SRX5893283	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119256_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119256_2.fastq.gz	Protandim.F.2	Protandim.F.6	Protandim.F.2.Protandim.F.6	SRX5893284	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119257_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119257_2.fastq.gz	Protandim.F.3	Protandim.F.6	Protandim.F.3.Protandim.F.6	SRX5893285	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119258_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119258_2.fastq.gz	Protandim.M.1	Protandim.M.6	Protandim.M.1.Protandim.M.6	SRX5893286	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119259_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119259_2.fastq.gz	Protandim.M.2	Protandim.M.6	Protandim.M.2.Protandim.M.6	SRX5893287	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119260_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119260_2.fastq.gz	Protandim.M.3	Protandim.M.6	Protandim.M.3.Protandim.M.6	SRX5893288	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119261_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119261_2.fastq.gz	alphaestradiol.F.1	alphaestradiol.F.6	alphaestradiol.F.1.alphaestradiol.F.6	SRX5893289	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119262_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119262_2.fastq.gz	alphaestradiol.F.2	alphaestradiol.F.6	alphaestradiol.F.2.alphaestradiol.F.6	SRX5893290	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119263_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119263_2.fastq.gz	alphaestradiol.F.3	alphaestradiol.F.6	alphaestradiol.F.3.alphaestradiol.F.6	SRX5893291	2019-07-28 11:50:23	F
/rhome/slokr001/shared/slokray/data/SRR9119264_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119264_2.fastq.gz	alphaestradiol.M.1	alphaestradiol.M.6	alphaestradiol.M.1.alphaestradiol.M.6	SRX5893292	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119265_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119265_2.fastq.gz	alphaestradiol.M.2	alphaestradiol.M.6	alphaestradiol.M.2.alphaestradiol.M.6	SRX5893293	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119266_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119266_2.fastq.gz	alphaestradiol.M.3	alphaestradiol.M.6	alphaestradiol.M.3.alphaestradiol.M.6	SRX5893294	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119267_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119267_2.fastq.gz	MRControl.M.1	MRControl.M	MRControl.M.1.MRControl.M	SRX5893295	2019-07-28 11:50:23	M
/rhome/slokr001/shared/slokray/data/SRR9119268_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119268_2.fastq.gz	MRControl.M.2	MRControl.M	MRControl.M.2.MRControl.M	SRX5893296	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119269_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119269_2.fastq.gz	MRControl.M.3	MRControl.M	MRControl.M.3.MRControl.M	SRX5893297	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119270_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119270_2.fastq.gz	MethionineRestriction.M.1	MethionineRestriction.M	MethionineRestriction.M.1.MethionineRestriction.M	SRX5893298	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119271_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119271_2.fastq.gz	MethionineRestriction.M.2	MethionineRestriction.M	MethionineRestriction.M.2.MethionineRestriction.M	SRX5893299	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119272_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119272_2.fastq.gz	MethionineRestriction.M.3	MethionineRestriction.M	MethionineRestriction.M.3.MethionineRestriction.M	SRX5893300	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119273_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119273_2.fastq.gz	Control.F.4	Control.F.6	Control.F.4.Control.F.6	SRX5893301	2019-07-28 11:50:24	F
/rhome/slokr001/shared/slokray/data/SRR9119274_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119274_2.fastq.gz	Control.F.5	Control.F.6	Control.F.5.Control.F.6	SRX5893302	2019-07-28 11:50:24	F
/rhome/slokr001/shared/slokray/data/SRR9119275_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119275_2.fastq.gz	Control.F.6	Control.F.6	Control.F.6.Control.F.6	SRX5893303	2019-07-28 11:50:24	F
/rhome/slokr001/shared/slokray/data/SRR9119276_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119276_2.fastq.gz	Control.M.4	Control.M.6	Control.M.4.Control.M.6	SRX5893304	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119277_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119277_2.fastq.gz	Control.M.5	Control.M.6	Control.M.5.Control.M.6	SRX5893305	2019-07-28 11:50:24	M
/rhome/slokr001/shared/slokray/data/SRR9119278_1.fastq.gz	/rhome/slokr001/shared/slokray/data/SRR9119278_2.fastq.gz	Control.M.6	Control.M.6	Control.M.6.Control.M.6	SRX5893306	2019-07-28 11:50:24	M
