"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","Comparison"
"R-MMU-112382 (R-MMU-112382) - Formation of RNA Pol II elongation complex",0.872159090909091,1,0.0686325631836726,-0.270060883493783,-0.682486237536763,16,"21399, 20924, 98053, 231329, 433702, 245841","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-112399 (R-MMU-112399) - IRS-mediated signalling",0.204481792717087,0.91692789968652,0.163180127180689,-0.501282946786214,-1.25258663285525,15,"75778, 83379, 18576, 384783, 14183, 74769, 228775, 14388","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-114608 (R-MMU-114608) - Platelet degranulation",0.77687074829932,1,0.0395979123961192,0.276022718691585,0.801302762401068,62,"11472, 238393, 18591, 12512, 19039, 240334, 56193, 54216, 19241, 13645, 22330, 56055, 117586, 19073, 109232, 18406, 27999, 80884, 16426, 16399","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1168372 (R-MMU-1168372) - Downstream signaling events of B Cell Receptor (BCR)",0.938110749185668,1,0.0718276293603809,-0.21596091004818,-0.672822855053962,41,"19058, 66997, 103554, 67089, 70247, 66998, 19192, 66413, 26442, 19181, 23996, 19167, 59029, 17463, 19184, 103583, 19179, 26440, 26965, 21762, 19166, 23997, 19185","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1169091 (R-MMU-1169091) - Activation of NF-kappaB in B cells",0.98389458272328,1,0.0319257308349884,0.208019891593306,0.553344232675611,37,"16912, 16913, 240354","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1169410 (R-MMU-1169410) - Antiviral mechanism by IFN-stimulated genes",0.341379310344828,1,0.138022242496643,-0.338111851174824,-1.08680491394567,48,"53857, 26399, 22146, 15481, 67951, 211948, 22142, 13684, 24015, 227613, 15511, 20848, 13681, 13211, 17973, 22145, 230861, 17858","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1227986 (R-MMU-1227986) - Signaling by ERBB2",0.548104956268222,1,0.0949751525905595,-0.338168580487826,-0.92236104349972,22,"15519, 211323, 76890, 11651, 19248","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1234174 (R-MMU-1234174) - Cellular response to hypoxia",0.33968253968254,1,0.132147260608774,-0.353096148656072,-1.0856353999591,39,"16475, 101543, 66997, 103554, 71745, 112405, 67089, 22346, 70247, 66998, 11863, 19192, 66413, 26442, 19181, 23996, 112407, 19167, 59029, 17463, 19184, 19179, 26440, 21762, 19166, 23997, 19185","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1234176 (R-MMU-1234176) - Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",0.370716510903427,1,0.124434168630393,-0.344997003613855,-1.05861590072242,38,"16475, 101543, 66997, 103554, 71745, 112405, 67089, 22346, 70247, 66998, 19192, 66413, 26442, 19181, 23996, 112407, 19167, 59029, 17463, 19184, 19179, 26440, 21762, 19166, 23997, 19185","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1236394 (R-MMU-1236394) - Signaling by ERBB4",0.84,1,0.0416556773979467,0.305572999827361,0.705400026484387,16,"20850, 13649, 13645, 80707, 59287, 12223","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1236975 (R-MMU-1236975) - Antigen processing-Cross presentation",0.408831908831909,1,0.072003313661988,0.372521626310858,1.03332537819494,47,"17534, 21354, 16912, 21355, 16913, 15015, 13057, 20909","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1236978 (R-MMU-1236978) - Cross-presentation of soluble exogenous antigens (endosomes)",0.79646017699115,1,0.0421619430092452,0.292931165529265,0.766050590728659,32,"17534, 16912, 16913","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1257604 (R-MMU-1257604) - PIP3 activates AKT signaling",0.772613065326633,1,0.0361491929398957,0.263178799682703,0.827979936544686,104,"16818, 12478, 16912, 19354, 18707, 18591, 16913, 18854, 77125, 109270, 12575, 13649, 116871, 13645","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1266738 (R-MMU-1266738) - Developmental Biology",0.226519337016575,0.957642725598527,0.222056046145248,-0.268952210039852,-1.0846338163231,157,"110308, 20349, 66809, 53857, 19041, 72432, 21816, 22359, 12830, 15519, 11488, 22146, 99681","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1280215 (R-MMU-1280215) - Cytokine Signaling in Immune system",0.604923798358734,1,0.0442407423477375,0.277453273090235,0.93843559021925,192,"16994, 16818, 16186, 12504, 16912, 16185, 12984, 16181, 74153, 14281, 12322, 18707, 56708, 245527, 16176, 19698, 231130, 16391, 230828, 16913, 16154, 20850, 77125, 100038882, 56417, 237211, 24110, 66892, 20909, 434341, 12983, 71885, 107607, 231655, 56791, 22059","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1280218 (R-MMU-1280218) - Adaptive Immune System",0.497212931995541,1,0.0509082865515105,0.285725794500799,0.99480298837612,275,"12842, 16818, 228003, 15985, 16421, 76294, 17534, 12478, 243958, 12483, 60533, 12504, 12843, 21354, 16912, 12825, 83433, 74153, 380711, 58194, 16401, 18707, 30843, 21355, 16913, 15015, 240354, 78889, 67138, 13057, 76375, 233902, 72194, 74492, 20909, 140497, 109270, 107995, 68628, 16572, 56791, 379043, 26934, 66515, 65972, 12524, 15170, 13038, 66141, 12821, 19171, 30838, 73710, 71778, 68431, 99152, 15006, 22151","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1296071 (R-MMU-1296071) - Potassium Channels",0.12,0.813440010428718,0.157402899305283,0.593023491498154,1.36896514693706,16,"72258, 15168, 54393, 14708, 14710, 242425, 15166, 16527","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-141424 (R-MMU-141424) - Amplification of signal from the kinetochores",0.873417721518987,1,0.0739901439101341,-0.248272596479575,-0.731041114098762,34,"26932, 19387, 19386, 67139, 66442, 26951, 67629, 226747, 108911, 13589, 19053, 66570, 234865, 68097, 225849, 103573","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-141444 (R-MMU-141444) - Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal",0.873417721518987,1,0.0739901439101341,-0.248272596479575,-0.731041114098762,34,"26932, 19387, 19386, 67139, 66442, 26951, 67629, 226747, 108911, 13589, 19053, 66570, 234865, 68097, 225849, 103573","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1428517 (R-MMU-1428517) - Aerobic respiration and respiratory electron transport",0.779487179487179,1,0.107972360317345,-0.229280158699879,-0.872889331378003,116,"67876, 14194, 269951, 76947, 50799, 68194, 68493, 68197, 72900, 67834, 13063, 11949, 76282, 72542, 69046, 100042503, 11947, 68202, 67680, 217666, 17449, 66046, 56451, 11950, 66925, 66142, 11958, 66072, 170718, 13382, 20917, 17448, 11429, 66445, 17993, 22333, 66052, 110842, 11951, 382051, 110826, 66108, 110323, 227197, 17995, 66218, 69487, 28080, 11946, 230075, 66771, 12857, 228033, 595136, 57423, 66576, 22273, 407785, 228026, 67863, 78920, 27402","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1442490 (R-MMU-1442490) - Collagen degradation",0.0424886191198786,0.450899631476263,0.271288554688953,0.624566162069301,1.51954458586526,22,"17386, 12842, 12843, 665033, 12825, 245026, 17385, 77018, 12828","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1474228 (R-MMU-1474228) - Degradation of the extracellular matrix",0.0107948253294315,0.204678372033062,0.380730400722792,0.579698463955179,1.58145029695594,43,"268958, 170725, 17386, 66473, 12842, 12843, 665033, 12825, 245026, 17385, 23794, 56213, 77018, 12828","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1474244 (R-MMU-1474244) - Extracellular matrix organization",0.00583527464734032,0.163341877391324,0.407017918923954,0.507695079985259,1.54239416222117,83,"268958, 170725, 17386, 66473, 12842, 16411, 16421, 12843, 665033, 12825, 26432, 245026, 17385, 16401, 23794, 12159, 56213, 268977, 16998, 14218, 77018, 12828, 81877","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1474290 (R-MMU-1474290) - Collagen formation",0.108630952380952,0.773809523809524,0.163180127180689,0.523999013506367,1.34999173533844,30,"17386, 12842, 12843, 665033, 12825, 26432, 245026, 77018, 12828, 216725, 12153, 12406, 16950, 12821","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1483206 (R-MMU-1483206) - Glycerophospholipid biosynthesis",0.919463087248322,1,0.0743625384422526,-0.228025374617891,-0.725376606777916,46,"71760, 79196, 66350, 19210, 76574, 110911, 215708, 99712, 225010, 66586","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1483249 (R-MMU-1483249) - Inositol phosphate metabolism",0.711484593837535,1,0.0782955249944794,-0.322657482590026,-0.806244162651229,15,"75678, 76500, 18795, 69718, 16332, 56409, 233011","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1483255 (R-MMU-1483255) - PI Metabolism",0.983679525222552,1,0.0325785172778622,0.206753950082571,0.536404495307685,31,"104709, 18707, 66443, 244882, 19062","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1483257 (R-MMU-1483257) - Phospholipid metabolism",0.982984293193717,1,0.0263245268606861,0.203268486223372,0.615247226314565,77,"116939, 271844, 104709, 18707, 14571, 66443, 18739, 192654, 244882, 64899, 19062","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1500931 (R-MMU-1500931) - Cell-Cell communication",0.538940809968847,1,0.0999276973731092,-0.304026348783887,-0.932898325753108,38,"110308, 16403, 11727","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-156580 (R-MMU-156580) - Phase II - Conjugation of compounds",5.30425599185268e-08,2.75821311576339e-05,0.719512826338911,-0.681699850537292,-2.33857953788662,62,"100042295, 100042314, 14857, 18113, 14858, 112417, 22235, 20859, 269378, 13077, 394432, 57344, 394433, 394434, 100559, 272428, 11615, 71522, 71773, 11720, 14872, 14859, 14630, 107146, 14873, 394436","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-156590 (R-MMU-156590) - Glutathione conjugation",0.000206964242701273,0.0269053515511655,0.518848077743792,-0.693084610184152,-1.99919579541328,28,"100042295, 100042314, 14857, 14858, 71522, 14872, 14859, 14630, 14873","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-156827 (R-MMU-156827) - L13a-mediated translational silencing of Ceruloplasmin expression",0.551829268292683,1,0.0972150808846466,-0.318910569133068,-0.932543649241666,31,"19933, 78655, 66483, 67204, 13684, 19982, 13681, 66235, 26905, 100042807, 13665, 27979","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-157579 (R-MMU-157579) - Telomere Maintenance",0.5,1,0.0656813601934011,0.390209739065118,0.977050618153174,26,"68964, 319190, 327762, 319179, 68240, 69745, 18969, 72151, 22427, 69263, 19891, 12566, 319182, 21752, 101185, 68147","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-157858 (R-MMU-157858) - Gap junction trafficking and regulation",0.0106791530443682,0.204678372033062,0.380730400722792,-0.65703769231741,-1.73052653503364,18,"53857, 22146, 14619, 67951, 22142, 74325, 227613, 67300","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-15869 (R-MMU-15869) - Metabolism of nucleotides",0.0621576189168461,0.593619735219333,0.321775918075361,-0.412706912574748,-1.36665175496779,53,"76654, 231327, 102216272, 229363, 56520, 11565, 93685, 11639, 12499, 67054, 50493, 51797, 103149, 107569, 11821, 11534, 16434, 80914, 66588, 11486, 14450, 22271, 21877, 14544","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1592230 (R-MMU-1592230) - Mitochondrial biogenesis",0.816860465116279,1,0.0730744399126987,-0.27555082590263,-0.737971044219809,21,"269951, 13063, 11949, 11947, 11950, 11958, 11951, 28080, 11946, 14391, 228033, 57423, 20656, 67942, 71679, 14390, 67126","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-159227 (R-MMU-159227) - Transport of the SLBP independent Mature mRNA",0.517045454545455,1,0.096887770327544,-0.370941259409418,-0.9374267802368,16,"69482, 13684, 19386, 433702, 21681, 19069, 234865, 269113, 18226, 71805","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-159230 (R-MMU-159230) - Transport of the SLBP Dependant Mature mRNA",0.550432276657061,1,0.0940503465727813,-0.3563624646167,-0.912581392681622,17,"69482, 13684, 19386, 433702, 21681, 19069, 234865, 269113, 18226, 71805","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-159231 (R-MMU-159231) - Transport of Mature mRNA Derived from an Intronless Transcript",0.610169491525424,1,0.0870515867946735,-0.329547823734389,-0.883348000990264,19,"69482, 13684, 19386, 433702, 51786, 21681, 19069, 234865, 269113, 18226, 71805","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-159234 (R-MMU-159234) - Transport of Mature mRNAs Derived from Intronless Transcripts",0.666666666666667,1,0.0822054920415869,-0.317553985678486,-0.846906133157994,20,"69482, 13684, 19386, 433702, 51786, 21681, 19069, 234865, 269113, 18226, 71805","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-159236 (R-MMU-159236) - Transport of Mature mRNA derived from an Intron-Containing Transcript",0.888563049853372,1,0.0692836467392548,-0.237538311040376,-0.685176940453657,28,"69482, 19386, 433702, 73666, 21681, 19069, 234865, 269113, 66231, 18226, 71805, 74412, 107829, 60365, 110809, 110379","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1614635 (R-MMU-1614635) - Sulfur amino acid metabolism",0.101744186046512,0.751461294566788,0.241339976815091,-0.524577238710187,-1.40490528873137,21,"269378, 12116, 107869, 11615, 11720, 14261, 27376, 66902","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1630316 (R-MMU-1630316) - Glycosaminoglycan metabolism",0.877300613496933,1,0.0721797965581253,-0.248924395193914,-0.744307621974447,35,"15211, 56336, 72297, 15212, 110006, 54710, 50917, 20969, 78752, 50785, 23972, 15586, 231583","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-163125 (R-MMU-163125) - synthesis of GPI-anchored proteins",0.101382488479263,0.751461294566788,0.172324344900946,0.552530418336116,1.34382724601639,23,"23833, 21838, 18793, 22361, 56047","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-163200 (R-MMU-163200) - Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",0.869918699186992,1,0.0875697115548511,-0.223571935545854,-0.794537997647897,74,"67876, 76947, 50799, 68194, 68493, 68197, 72900, 13063, 11949, 100042503, 11947, 68202, 17449, 66046, 11950, 66142, 11958, 17448, 66445, 17993, 110842, 11951, 110826, 66108, 110323, 227197, 17995, 66218, 69487, 28080, 11946, 230075, 12857, 228033, 595136, 57423, 66576, 22273, 407785, 67863, 54405, 66377, 67942, 71679, 66841","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1632852 (R-MMU-1632852) - Macroautophagy",0.182835820895522,0.900756848950005,0.20207170902116,-0.357062365225238,-1.17498637012106,55,"53857, 22146, 67951, 50873, 22142, 78610, 227613, 54170, 57436, 67841, 72542, 22145, 67414, 235040, 51897, 93739, 22333, 68097, 64930, 52187, 66169, 100504663, 245860, 12995, 56208, 56455, 67952","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-163685 (R-MMU-163685) - Integration of energy metabolism",0.0842266462480858,0.692829457364341,0.190023305279108,0.566742373736143,1.3915263989801,24,"11551, 12288, 14675, 14708, 14710, 14527","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1638091 (R-MMU-1638091) - Heparan sulfate/heparin (HS-GAG) metabolism",0.984732824427481,1,0.0338984188001938,0.207733493830711,0.483536892020351,17,"233781, 14733, 27029, 14734, 17423, 72727, 217119, 14735, 27419","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-163841 (R-MMU-163841) - Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",0.915123456790123,1,0.0378487722705029,0.279684885127751,0.659841817916921,19,"238024, 74008, 63828, 66632, 67014, 11883, 99349, 56316, 71952, 194952, 22021","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1640170 (R-MMU-1640170) - Cell Cycle",1,1,0.120433371642259,-0.18062059443213,-0.73948356967357,217,"53857, 22390, 242705, 54124, 15519, 27401, 22146, 215387, 15270, 12447, 67951, 18538, 245474, 237911, 26932, 27214, 70024, 16475, 19387, 22142, 69482, 57441, 19386, 67139, 66997, 103554, 227613, 11651, 67089, 66442, 26951, 18005, 13555, 12443, 21781, 70247, 59046, 22218, 16905, 22629, 22145, 97114, 66998, 19192, 16211, 66413, 26442, 19046, 67629, 19181, 19324, 15516, 23996, 226747, 108911, 19646, 18972, 19356, 19167, 225659, 103733, 13589, 19053, 59029, 66570, 17463, 19184, 70231, 22628, 19069, 234865, 103583, 19179, 381280, 13726, 68097, 225849, 20843","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1650814 (R-MMU-1650814) - Collagen biosynthesis and modifying enzymes",0.153846153846154,0.900756848950005,0.137250779610133,0.523038271232647,1.30028733487202,25,"12842, 12843, 665033, 12825, 26432, 245026, 77018, 12828, 216725, 12153, 12406, 12821","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-166016 (R-MMU-166016) - Toll Like Receptor 4 (TLR4) Cascade",0.997214484679666,1,0.0287861460642093,0.180809719531728,0.510144530155193,52,"14281, 54123, 231130, 24110, 434341, 107607","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1660499 (R-MMU-1660499) - Synthesis of PIPs at the plasma membrane",0.829457364341085,1,0.0425877779273254,0.314184534982553,0.708280673752719,15,"104709, 18707, 19062, 109135","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-166058 (R-MMU-166058) - MyD88:MAL(TIRAP) cascade initiated on plasma membrane",0.991189427312775,1,0.0317090865085553,0.198642251662453,0.53000744862751,38,"14281, 231130, 24110, 434341, 107607","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-1660662 (R-MMU-1660662) - Glycosphingolipid metabolism",0.544412607449857,1,0.0943563635421779,-0.32215256387115,-0.93257166468623,27,"54218, 15211, 56336, 15212, 14667, 20454, 26879, 50877","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-166166 (R-MMU-166166) - MyD88-independent TLR4 cascade",0.974431818181818,1,0.030918431706181,0.209661181734471,0.579614354407392,46,"14281, 54123, 231130, 24110, 434341, 107607","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-166520 (R-MMU-166520) - Signaling by NTRKs",0.181008902077151,0.900756848950005,0.122679189568808,0.481508786065006,1.24923116231765,31,"13654, 216148, 18212","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-166658 (R-MMU-166658) - Complement cascade",0.701538461538462,1,0.0498907356726307,0.330310324168685,0.821160428818737,25,"12478, 12260, 18636, 12262, 69379, 12259, 50909, 12628","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-168138 (R-MMU-168138) - Toll Like Receptor 9 (TLR9) Cascade",0.96969696969697,1,0.0319257308349884,0.212569576336906,0.579901863683031,43,"14281, 54123, 231130, 24110, 434341, 107607","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-168142 (R-MMU-168142) - Toll Like Receptor 10 (TLR10) Cascade",0.986822840409956,1,0.0317812506835949,0.204699435248146,0.544511638088755,37,"14281, 231130, 24110, 434341, 107607, 18034","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-168164 (R-MMU-168164) - Toll Like Receptor 3 (TLR3) Cascade",0.803806734992679,1,0.0414044273760278,0.283152514678832,0.754356627078289,36,"14281, 54123, 231130, 24110, 434341, 107607","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-168176 (R-MMU-168176) - Toll Like Receptor 5 (TLR5) Cascade",0.986822840409956,1,0.0317812506835949,0.204699435248146,0.544511638088755,37,"14281, 231130, 24110, 434341, 107607, 18034","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-168179 (R-MMU-168179) - Toll Like Receptor TLR1:TLR2 Cascade",0.991189427312775,1,0.0317090865085553,0.198642251662453,0.53000744862751,38,"14281, 231130, 24110, 434341, 107607","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-168181 (R-MMU-168181) - Toll Like Receptor 7/8 (TLR7/8) Cascade",0.965467625899281,1,0.0319980480340634,0.21904193200514,0.596251437005782,41,"14281, 54123, 231130, 24110, 434341, 107607","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-168188 (R-MMU-168188) - Toll Like Receptor TLR6:TLR2 Cascade",0.991189427312775,1,0.0317090865085553,0.198642251662453,0.53000744862751,38,"14281, 231130, 24110, 434341, 107607","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-168249 (R-MMU-168249) - Innate Immune System",0.0964247020585049,0.737365368682684,0.14641623786055,0.337001585009127,1.20002599562415,377,"13214, 19200, 12652, 332579, 16411, 16818, 70450, 241633, 100040462, 18793, 12478, 243958, 15951, 238393, 12504, 19152, 94176, 17918, 16912, 22361, 83433, 216445, 14190, 19354, 14127, 21897, 216799, 14281, 56016, 70719, 12512, 20202, 18439, 54123, 16176, 19698, 231130, 14289, 16913, 13587, 15015, 240354, 24088, 227753, 24110, 13057, 29875, 67862, 72042, 140497, 434341, 12260, 107607, 18636, 269116, 12262, 54445, 18746, 20201, 259301, 56485, 72512, 21929, 69146, 16819, 12514, 15170, 29857, 13038, 18034, 18792, 19171, 17105, 56338, 16592, 27060, 69379, 12306, 108100, 56620, 22330, 15006, 18753, 12259","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-168643 (R-MMU-168643) - Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",0.299236641221374,1,0.0925528864684773,0.494258328125295,1.15047473293663,17,"19200, 216799, 18439, 107607, 21929, 29857, 56338","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-168898 (R-MMU-168898) - Toll-like Receptor Cascades",0.761713520749665,1,0.03975964750879,0.272880198545888,0.812119304471891,70,"21897, 14281, 20202, 54123, 231130, 24088, 24110, 434341, 107607, 54445, 20201, 69146, 13038, 18034","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-168928 (R-MMU-168928) - DDX58/IFIH1-mediated induction of interferon-alpha/beta",0.951937984496124,1,0.0362254755857254,0.239465366886945,0.539837810312802,15,"54123, 21929, 18034","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-170834 (R-MMU-170834) - Signaling by TGF-beta Receptor Complex",0.758208955223881,1,0.0782955249944794,-0.272601834631579,-0.790243288112072,29,"264064, 22192, 20901, 230597, 17126, 22284, 21781, 16412, 21812, 21813, 320910, 93742, 170749, 75788","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-174084 (R-MMU-174084) - Autodegradation of Cdh1 by Cdh1:APC/C",0.993730407523511,1,0.0670512579829467,-0.178320993099365,-0.541534088597857,37,"66997, 67089, 70247, 66998, 19192, 66413, 26442, 19181, 23996, 19167, 59029, 17463, 19184, 19179, 26440, 21762, 19166, 23997, 19185, 19182, 68999","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-174143 (R-MMU-174143) - APC/C-mediated degradation of cell cycle proteins",0.983660130718954,1,0.0696133438850965,-0.185406942714545,-0.589672139680474,45,"27401, 66997, 103554, 67089, 18005, 70247, 66998, 19192, 66413, 26442, 19181, 23996, 19167, 59029, 17463, 19184, 19179, 26440, 26965, 21762, 19166, 23997, 19185, 19182, 68999","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-174154 (R-MMU-174154) - APC/C:Cdc20 mediated degradation of Securin",1,1,0.0673623868166279,-0.167410136461667,-0.514722041422766,39,"66997, 103554, 67089, 70247, 66998, 19192, 66413, 26442, 19181, 23996, 19167, 59029, 17463, 19184, 19179, 26440, 21762, 19166, 23997, 19185, 19182, 68999","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-174178 (R-MMU-174178) - APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",0.957654723127036,1,0.0707899094502623,-0.203316231538492,-0.62586153770382,40,"27401, 66997, 103554, 67089, 70247, 66998, 19192, 66413, 26442, 19181, 23996, 19167, 59029, 17463, 19184, 19179, 26440, 21762, 19166, 23997, 19185, 19182, 68999","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-174184 (R-MMU-174184) - Cdc20:Phospho-APC/C mediated degradation of Cyclin A",1,1,0.0686325631836726,-0.164926115460443,-0.507686530723685,40,"66997, 103554, 67089, 70247, 66998, 19192, 66413, 26442, 19181, 23996, 19167, 59029, 17463, 19184, 19179, 26440, 21762, 19166, 23997, 19185, 19182, 68999","Control.F.12-Acarbose.F.12_logFC"
"R-MMU-174417 (R-MMU-174417) - Telomere C-strand (Lagging Strand) Synthesis",0.348837209302326,1,0.0847985102819124,0.492699905762215,1.11071609947492,15,"68964, 327762, 68240, 69745, 18969, 72151, 22427, 69263, 19891, 101185","Control.F.12-Acarbose.F.12_logFC"
