"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","Comparison"
"GO:0006357 - regulation of transcription by RNA polymerase II",0.860130718954248,0.998722860791826,0.0329431471724691,0.180411793088232,0.626597459263638,17,"623121, 19716, 102639543, 100033459","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006366 - transcription by RNA polymerase II",0.860130718954248,0.998722860791826,0.0329431471724691,0.180411793088232,0.626597459263638,17,"623121, 19716, 102639543, 100033459","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006468 - protein phosphorylation",0.452830188679245,0.998722860791826,0.12384217120105,-0.227746018029588,-1.00232156078077,15,"225997, 22390, 75104, 22042, 15357, 17472, 26411, 16797, 244058, 20304, 16019, 16818, 16847","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006508 - proteolysis",0.0982142857142857,0.998722860791826,0.158514105424824,0.390514863151683,1.41595314999701,21,"11537, 623121, 11551, 268958, 74069, 102639543, 100033459, 11752, 71907, 242939, 16541","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006725 - cellular aromatic compound metabolic process",0.995294117647059,0.998722860791826,0.0195287736089407,0.102545845710313,0.405836116347344,29,"623121, 11551, 19716, 102639543, 100033459","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006793 - phosphorus metabolic process",0.89391979301423,0.998722860791826,0.0305608138615649,0.167650334968648,0.595466609519958,19,"11551, 192212, 74748, 12095, 432530, 16847, 16818, 16019, 20304, 244058, 16797, 26411, 17472, 15357, 22042, 75104, 22390, 225997","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006796 - phosphate-containing compound metabolic process",0.89391979301423,0.998722860791826,0.0305608138615649,0.167650334968648,0.595466609519958,19,"11551, 192212, 74748, 12095, 432530, 16847, 16818, 16019, 20304, 244058, 16797, 26411, 17472, 15357, 22042, 75104, 22390, 225997","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006807 - nitrogen compound metabolic process",0.895388076490439,0.998722860791826,0.0231538258045259,0.144576743640116,0.64394982042752,49,"11537, 623121, 11551, 268958, 19716, 192212, 74069, 102639543, 100033459, 11752, 432530, 71907, 242939, 16541, 12842, 381867, 110751, 207259, 332579, 236312, 272382, 16847, 79456, 74481, 16818, 16019, 68054, 20304, 244058, 16797, 319582, 26411, 381308, 108723","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006810 - transport",0.549476135040745,0.998722860791826,0.0483117581055019,0.222678147652578,0.921261538348722,35,"12945, 11551, 12372, 71145, 192212, 64292, 18646, 19200, 11752, 72310, 21956, 20531, 17773","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006915 - apoptotic process",0.990944372574386,0.998722860791826,0.0252712808055621,0.121054525941786,0.429965905782898,19,"623121, 18646, 102639543, 100033459","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006950 - response to stress",0.0923423423423423,0.998722860791826,0.153158808683073,0.317746561586733,1.40405112094143,46,"11537, 12945, 623121, 11551, 12372, 71145, 19716, 64292, 13214, 18646, 102639543, 74748, 100033459, 19200, 11752, 432530, 72310","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006952 - defense response",0.0908018867924528,0.998722860791826,0.158514105424824,0.362264893780406,1.46022579901036,32,"11537, 12945, 623121, 11551, 64292, 13214, 18646, 102639543, 74748, 100033459, 19200, 432530, 72310","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006955 - immune response",0.0967365967365967,0.998722860791826,0.152144922367565,0.346379650461594,1.43953467461273,36,"11537, 12945, 623121, 640340, 434039, 692165, 13214, 18646, 102639543, 74748, 100033459, 19200, 667865, 72310","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0006996 - organelle organization",0.0274665910641573,0.998722860791826,0.352487857583619,-0.359650243754394,-1.71758281067822,19,"12123, 20349, 69926, 53857, 101202683, 22349, 57028, 19041, 114602, 22390, 22042","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0007154 - cell communication",0.737556561085973,0.998722860791826,0.0333826959919392,0.181306963661486,0.801679606845046,47,"11537, 623121, 11551, 12372, 19716, 64292, 13214, 18646, 102639543, 100033459, 432530, 72310, 17773, 242939, 12842, 332579, 74015, 53978, 236312, 14675, 21940, 16847, 246177, 16411, 16994, 16818, 16019, 68054, 20304, 244058, 320484, 16797, 26411, 381308, 108723, 17329, 226695, 12482","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0007155 - cell adhesion",0.265822784810127,0.998722860791826,0.176694268938498,-0.250009564522312,-1.12993651808621,17,"20349, 268663, 22042, 70450, 108723, 320484, 20304, 70370, 16818, 16411, 246177, 21940, 74015, 12842, 76293, 15002","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0007165 - signal transduction",0.782657657657658,0.998722860791826,0.0302754424728262,0.172391441947982,0.761759296777484,46,"11537, 623121, 11551, 12372, 19716, 13214, 18646, 102639543, 100033459, 432530, 72310, 17773, 242939, 12842, 332579, 74015, 53978, 236312, 14675, 21940, 16847, 246177, 16411, 16994, 16818, 16019, 68054, 20304, 244058, 320484, 16797, 26411, 381308, 108723, 17329, 226695, 12482","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0007166 - cell surface receptor signaling pathway",0.674907292954265,0.998722860791826,0.0416556773979467,0.219137222560778,0.819619014433973,23,"11537, 11551, 19716, 242939, 12842, 74015, 21940, 16847, 246177, 16411, 16994, 16818, 16019, 68054, 20304, 244058, 16797, 108723, 17329, 12482","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0007275 - multicellular organism development",0.535128805620609,0.998722860791826,0.0497903187820785,0.235689058470514,0.951322071143917,31,"11537, 12945, 22283, 19716, 74748, 12095, 432530, 21956, 20531","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0008104 - protein localization",0.555555555555556,0.998722860791826,0.0520570030732099,0.256029998895344,0.925167214178354,20,"12945, 22283, 11551","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0008150 - biological_process",0.987612612612613,0.998722860791826,0.0171553985751332,0.11412843693012,0.458286984280961,136,"268354, 11537, 12945, 102640962, 623121, 22283, 640340, 11551, 12862, 12372, 268958, 71145, 69571, 19716, 622167, 434039, 192212, 64292, 692165, 13214, 18646, 74069, 102639543, 74748, 100033459, 12095, 19200, 100126033, 667865, 11752, 74470, 432530, 72310, 71907, 21956, 20531, 17773, 15002, 242939, 16541, 230806, 100038714, 100502931, 76293, 115489366, 225594, 12842, 381867, 626578, 13411, 100041639, 110751, 207259, 332579, 74015, 53978, 329427, 21822, 236312, 14675, 272382, 21940, 74134, 16847, 246177, 74430, 79456, 16411, 74481, 16994, 16818, 16019, 68054, 100039796, 70370, 20304, 277898, 244058, 320484, 100503323, 631323, 320377, 16797, 319582","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0008152 - metabolic process",0.913907284768212,0.998722860791826,0.0208547494438027,0.13811501929628,0.634489976838177,73,"11537, 623121, 640340, 11551, 12862, 268958, 19716, 434039, 192212, 64292, 692165, 74069, 102639543, 74748, 100033459, 12095","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0008219 - cell death",0.998722860791826,0.998722860791826,0.0241447930798382,0.102352118566762,0.369850505051056,20,"623121, 18646, 102639543, 100033459, 72310","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0008283 - cell population proliferation",0.796895213454075,0.998722860791826,0.0360729976388226,0.197569740477095,0.70173545151362,19,"12945, 19716, 64292, 110751, 207259, 21940, 16847, 79456, 16411, 16019, 20304, 320484, 26411, 108723, 17329, 22780, 15357, 22042","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009058 - biosynthetic process",0.995243757431629,0.998722860791826,0.0201955124804332,0.108784647502047,0.431720866156846,30,"623121, 19716, 64292, 102639543, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382, 16847, 74481, 68054, 20304, 244058, 381308, 108723, 226695, 22780, 17472, 103551, 67876, 15357, 22042","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009059 - macromolecule biosynthetic process",0.980222496909765,0.998722860791826,0.0233667307764121,0.124852800995823,0.466975571314158,23,"623121, 19716, 102639543, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009605 - response to external stimulus",0.782511210762332,0.998722860791826,0.0300618095810087,0.171783711717071,0.759366512148991,45,"11537, 12945, 623121, 64292, 13214, 18646, 102639543, 74748, 100033459, 12095, 19200","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009607 - response to biotic stimulus",0.642691415313225,0.998722860791826,0.0409883873374721,0.206300852639773,0.862848117448587,37,"11537, 12945, 623121, 13214, 18646, 102639543, 74748, 100033459, 19200, 72310, 21956","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009617 - response to bacterium",0.563636363636364,0.998722860791826,0.0489954089862481,0.240318340487501,0.917603671337072,25,"11537, 12945","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009653 - anatomical structure morphogenesis",0.639269406392694,0.998722860791826,0.11331290842208,-0.176162284852309,-0.869522685250719,20,"20349, 22349, 244152, 270685, 58866, 22390, 22042, 17329, 70450, 244058, 20304, 16019, 16411, 79456, 16847","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009888 - tissue development",0.547425474254743,0.998722860791826,0.0554793308704233,0.280370411070087,0.923937839962062,15,"12945, 22283","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009889 - regulation of biosynthetic process",0.989234449760766,0.998722860791826,0.0209275853209046,0.121261743993896,0.468015731420879,26,"623121, 19716, 102639543, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382, 16847, 74481, 68054, 20304, 244058, 381308, 108723, 226695, 22780, 17472, 103551, 22042","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009892 - negative regulation of metabolic process",0.346649484536082,0.998722860791826,0.0753093764172773,0.320955574650847,1.1280827487705,18,"623121, 11551, 74069, 102639543, 74748, 100033459, 11752, 71907","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009893 - positive regulation of metabolic process",0.295454545454545,0.998722860791826,0.0797705918628453,0.300512501277835,1.15984294349043,26,"623121, 11551, 19716, 192212, 102639543, 100033459, 12842, 207259, 332579, 236312, 272382, 21940, 16847, 16411, 16994, 16818, 16019, 20304, 244058, 16797, 381308, 108723","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009966 - regulation of signal transduction",0.0675977013554393,0.998722860791826,0.287805130535564,-0.299477691214209,-1.51365924984179,21,"244958, 20349, 244152, 75104, 22042, 15357, 108723, 26411, 320484, 244058, 20304, 68054, 16019, 16818, 16994, 16847, 21940, 53978, 332579","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009967 - positive regulation of signal transduction",0.20353982300885,0.998722860791826,0.208955027549354,-0.271297237412753,-1.24769716276323,18,"244958, 20349, 75104, 22042, 15357, 108723, 26411, 20304, 68054, 16019, 16818, 16994, 16847, 21940, 53978, 332579, 12842","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0009987 - cellular process",0.443037974683544,0.998722860791826,0.241339976815091,-0.144133409630965,-1.00414138088275,103,"244958, 279706, 53376, 12123, 20349, 268663, 69926, 229599, 53857, 223332, 101202683, 100042314, 13112, 22349, 57028, 244152, 11997, 19041, 14857, 114602, 17750, 270685, 433520, 58866, 225997, 14858, 22390, 75104, 22042, 15357, 67876, 103551","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0010033 - response to organic substance",0.827586206896552,0.998722860791826,0.0302041948644786,0.176897296785501,0.702031545284038,30,"623121, 11551, 102639543, 100033459, 12095, 21956, 225594, 12842, 626578, 332579, 21822, 236312, 14675, 16847, 16818, 68054, 100039796, 20304, 26411, 381308, 100702, 17329, 226695, 17842","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0010467 - gene expression",0.762013729977117,0.998722860791826,0.0323604297137014,0.178934506641358,0.774708866918092,42,"623121, 640340, 11551, 19716, 434039, 692165, 102639543, 100033459, 667865, 432530, 15002, 242939, 12842, 381867, 110751, 207259, 332579, 236312, 272382, 21940, 16411, 74481, 16994, 16818, 16019, 20304, 244058, 16797, 319582, 381308, 108723","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0010468 - regulation of gene expression",0.939323220536756,0.998722860791826,0.0225128737259091,0.136213992674487,0.554841942953618,33,"623121, 11551, 19716, 102639543, 100033459, 432530, 12842, 381867, 110751, 207259, 332579, 236312, 272382, 21940, 16411, 74481, 16994, 16818, 16019, 20304, 244058","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0010556 - regulation of macromolecule biosynthetic process",0.980222496909765,0.998722860791826,0.0233667307764121,0.124852800995823,0.466975571314158,23,"623121, 19716, 102639543, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0010604 - positive regulation of macromolecule metabolic process",0.295454545454545,0.998722860791826,0.0797705918628453,0.300512501277835,1.15984294349043,26,"623121, 11551, 19716, 192212, 102639543, 100033459, 12842, 207259, 332579, 236312, 272382, 21940, 16847, 16411, 16994, 16818, 16019, 20304, 244058, 16797, 381308, 108723","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0010605 - negative regulation of macromolecule metabolic process",0.654471544715447,0.998722860791826,0.0472587336673259,0.255076897358881,0.840585126905831,15,"623121, 74069, 102639543, 100033459, 11752, 71907","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0010628 - positive regulation of gene expression",0.422764227642276,0.998722860791826,0.0678338263479455,0.311605072444081,1.02686912094742,15,"623121, 11551, 102639543, 100033459, 332579, 236312, 21940, 16411, 16994, 16818, 20304, 381308, 108723, 226695","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0010646 - regulation of cell communication",0.310880829015544,0.998722860791826,0.181383128498408,-0.214242181887467,-1.10720643818443,23,"244958, 20349, 244152, 75104, 22042, 15357, 108723, 26411, 320484, 244058, 20304, 68054, 16019, 16818, 16994, 16847, 21940, 53978, 332579","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0010647 - positive regulation of cell communication",0.384279475982533,0.998722860791826,0.147331213699377,-0.218205616565154,-1.04208525564546,19,"244958, 20349, 75104, 22042, 15357, 108723, 26411, 20304, 68054, 16019, 16818, 16994, 16847, 21940, 53978, 332579","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0012501 - programmed cell death",0.998722860791826,0.998722860791826,0.0241447930798382,0.102352118566762,0.369850505051056,20,"623121, 18646, 102639543, 100033459, 72310","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0016043 - cellular component organization",0.936651583710407,0.998722860791826,0.0208547494438027,0.133675371917354,0.591068414799855,47,"623121, 12372, 71145, 19716, 192212, 18646, 102639543, 74748, 100033459, 19200, 11752, 74470, 432530, 21956","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0016070 - RNA metabolic process",0.996319018404908,0.998722860791826,0.0220116482772519,0.108363063081561,0.407977460038786,24,"623121, 19716, 102639543, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382, 74481, 244058, 319582, 381308, 108723, 226695, 22780, 17472, 103551, 22042","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0016192 - vesicle-mediated transport",0.159891598915989,0.998722860791826,0.125033367555272,0.408792757797466,1.34714321739575,15,"12945, 11551, 71145, 192212, 19200, 11752, 72310","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0016310 - phosphorylation",0.730053191489362,0.998722860791826,0.0414044273760278,0.227586206896552,0.772331468425645,16,"11551, 192212, 74748, 16847, 16818, 16019, 20304, 244058, 16797, 26411, 17472, 15357, 22042, 75104, 22390, 225997","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0018130 - heterocycle biosynthetic process",0.980222496909765,0.998722860791826,0.0233667307764121,0.124852800995823,0.466975571314158,23,"623121, 19716, 102639543, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0019219 - regulation of nucleobase-containing compound metabolic process",0.980222496909765,0.998722860791826,0.0233667307764121,0.124852800995823,0.466975571314158,23,"623121, 19716, 102639543, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0019222 - regulation of metabolic process",0.761363636363636,0.998722860791826,0.0320704174637537,0.179363627733941,0.781435774925482,44,"623121, 11551, 19716, 192212, 74069, 102639543, 74748, 100033459, 11752, 432530, 71907, 76293, 12842, 381867, 110751, 207259, 332579, 236312, 272382, 21940, 16847, 16411, 74481, 16994, 16818, 16019, 68054, 20304, 244058","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0019438 - aromatic compound biosynthetic process",0.980222496909765,0.998722860791826,0.0233667307764121,0.124852800995823,0.466975571314158,23,"623121, 19716, 102639543, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0019538 - protein metabolic process",0.634032634032634,0.998722860791826,0.0418238690062304,0.213196559091293,0.87377706764227,34,"11537, 623121, 11551, 268958, 192212, 74069, 102639543, 100033459, 11752, 71907, 242939, 16541","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0022607 - cellular component assembly",0.816425120772947,0.998722860791826,0.101350743797099,-0.147079106607569,-0.751478943631257,22,"12123, 268663, 69926, 22349, 57028, 114602","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0023051 - regulation of signaling",0.310880829015544,0.998722860791826,0.181383128498408,-0.214242181887467,-1.10720643818443,23,"244958, 20349, 244152, 75104, 22042, 15357, 108723, 26411, 320484, 244058, 20304, 68054, 16019, 16818, 16994, 16847, 21940, 53978, 332579","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0023052 - signaling",0.737556561085973,0.998722860791826,0.0333826959919392,0.181306963661486,0.801679606845046,47,"11537, 623121, 11551, 12372, 19716, 64292, 13214, 18646, 102639543, 100033459, 432530, 72310, 17773, 242939, 12842, 332579, 74015, 53978, 236312, 14675, 21940, 16847, 246177, 16411, 16994, 16818, 16019, 68054, 20304, 244058, 320484, 16797, 26411, 381308, 108723, 17329, 226695, 12482","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0023056 - positive regulation of signaling",0.384279475982533,0.998722860791826,0.147331213699377,-0.218205616565154,-1.04208525564546,19,"244958, 20349, 75104, 22042, 15357, 108723, 26411, 20304, 68054, 16019, 16818, 16994, 16847, 21940, 53978, 332579","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0030097 - hemopoiesis",0.528350515463918,0.998722860791826,0.0547939500773363,0.268596160657028,0.944051822601305,18,"623121, 102639543, 74748, 100033459, 236312, 272382, 21940, 16847, 74481, 16818, 16019, 20304, 381308, 108723, 226695, 12482","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0030154 - cell differentiation",0.343572241183163,0.998722860791826,0.0694481442003175,0.257337328839386,1.11026196043864,41,"11537, 12945, 623121, 22283, 12372, 19716, 13214, 102639543, 74748, 100033459, 12095","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0031323 - regulation of cellular metabolic process",0.869463869463869,0.998722860791826,0.0266754763765933,0.162385658004294,0.665530741597921,34,"623121, 11551, 19716, 192212, 102639543, 74748, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382, 16847, 74481, 16818, 16019, 68054, 20304, 244058, 16797, 381308, 108723, 226695, 22780, 17472, 103551, 15357, 22042, 75104","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0031325 - positive regulation of cellular metabolic process",0.487244897959184,0.998722860791826,0.0580983576873206,0.273483344633548,0.991612970068127,21,"623121, 11551, 19716, 192212, 102639543, 100033459, 12842, 207259, 236312, 272382, 16847, 16818, 16019, 20304, 244058, 16797, 381308","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0031326 - regulation of cellular biosynthetic process",0.989234449760766,0.998722860791826,0.0209275853209046,0.121261743993896,0.468015731420879,26,"623121, 19716, 102639543, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382, 16847, 74481, 68054, 20304, 244058, 381308, 108723, 226695, 22780, 17472, 103551, 22042","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0032101 - regulation of response to external stimulus",0.57313829787234,0.998722860791826,0.0524827622635459,0.261906111262283,0.888798729321914,16,"623121, 64292, 102639543, 74748, 100033459, 72310","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0032501 - multicellular organismal process",0.552401746724891,0.998722860791826,0.0451344222209097,0.205078121083717,0.938343571531206,65,"268354, 11537, 12945, 623121, 22283, 11551, 12372, 19716, 64292, 13214, 18646, 102639543, 74748, 100033459, 12095, 11752, 432530, 72310, 21956, 20531","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0032502 - developmental process",0.752232142857143,0.998722860791826,0.0317812506835949,0.177611793896346,0.799675326032583,53,"11537, 12945, 623121, 22283, 12372, 19716, 13214, 102639543, 74748, 100033459, 12095","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0032774 - RNA biosynthetic process",0.980222496909765,0.998722860791826,0.0233667307764121,0.124852800995823,0.466975571314158,23,"623121, 19716, 102639543, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0032879 - regulation of localization",0.889030612244898,0.998722860791826,0.0301329841082956,0.171416328251582,0.621532015426702,21,"11551, 12372, 192212, 64292","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0033036 - macromolecule localization",0.645283018867924,0.998722860791826,0.0445070537769277,0.228215650146762,0.840058966323309,22,"12945, 22283, 11551, 64292, 18646","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0033554 - cellular response to stress",0.434959349593496,0.998722860791826,0.066436413766281,0.308904719855435,1.01797032906575,15,"623121, 71145, 19716, 102639543, 100033459","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0034097 - response to cytokine",0.577127659574468,0.998722860791826,0.0521630305460055,0.260997921367398,0.885716716379695,16,"623121, 102639543, 100033459, 225594, 626578, 21822, 236312, 16847, 100039796, 20304, 381308, 100702, 17329, 226695","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0034641 - cellular nitrogen compound metabolic process",0.996470588235294,0.998722860791826,0.0194541744944906,0.101026040382339,0.399821324742318,29,"623121, 11551, 19716","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0034654 - nucleobase-containing compound biosynthetic process",0.980222496909765,0.998722860791826,0.0233667307764121,0.124852800995823,0.466975571314158,23,"623121, 19716, 102639543, 100033459, 432530, 12842, 381867, 207259, 332579, 236312, 272382","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
"GO:0035556 - intracellular signal transduction",0.586166471277843,0.998722860791826,0.0456790414930062,0.225801983228929,0.888194887351852,28,"623121, 11551, 12372, 13214, 102639543, 100033459, 432530, 332579, 53978, 236312, 21940, 16847, 16994, 16818, 16019, 68054, 20304, 320484, 16797, 26411, 381308, 108723","./csvs/individual_treatments/Control.F.12-Acarbose.F.12.csv"
